novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context
The Bluest Eye (1970),Solomon,403,410,character_reference,0.85,Solomon,"is the author of five other novels, Sula, Song of Solomon, which won the 1978 National Book Critics' Circle"
The Bluest Eye (1970),Solomon,735,742,character_reference,0.85,Solomon,re. Also by Toni Morrison in Picador Sula Song of Solomon Tar Baby Beloved Jazz Playing in the Dark: Whiten
The Bluest Eye (1970),faith,5015,5020,thematic_reference,0.8,Faith,n his own plot of black dirt. Our inno- cence and faith were no more productive than his lust or despair.
The Bluest Eye (1970),hope,5112,5116,thematic_reference,0.8,Hope,"despair. What is clear now is that of all of that hope, fear, lust, love, and grief, nothing remains but"
The Bluest Eye (1970),Jesus,7682,7687,character_reference,0.7,Jesus,"acked tight with phlegm, my mother frowns. ""Great Jesus. Get on in that bed. How many times do I have to"
The Bluest Eye (1970),hope,12994,12998,thematic_reference,0.8,Hope,"isten to and watch out for their voices. ""Well, I hope don't nobody let me roam around like that when I"
The Bluest Eye (1970),hope,13778,13782,thematic_reference,0.8,Hope,"just sensible. A steady worker with quiet ways. I hope it works out all right."" ""It will. How much you c"
The Bluest Eye (1970),lot,14725,14728,character_reference,0.7,Lot,"Nile Hair Oil and flecks of Sen-Sen. He smiled a lot, showing small even teeth with a friendly gap in"
The Bluest Eye (1970),charity,28960,28967,thematic_reference,0.8,Charity,"what I'm supposed to be running here, a 17 4 get charity ward, I guess. Time for me to get out of the givi"
The Bluest Eye (1970),lot,51647,51650,character_reference,0.7,Lot,"uldn't feel hellfire, but I'm cold. I got to do a lot of things, but I ain't got to freeze."" ""Leave me"
The Bluest Eye (1970),redemption,53650,53660,thematic_reference,0.8,Redemption,"whom God wanted her to punish. (Cholly was beyond redemption, of course, and redemption was hardly the point-M"
The Bluest Eye (1970),redemption,53677,53687,thematic_reference,0.8,Redemption,"sh. (Cholly was beyond redemption, of course, and redemption was hardly the point-Mrs. Breedlove was not inter"
The Bluest Eye (1970),Jesus,53839,53844,character_reference,0.85,Jesus,"Judge.) Often she could be heard discoursing with Jesus about Cholly, pleading with Him to help her ""stri"
The Bluest Eye (1970),Jesus,54044,54049,character_reference,0.85,Jesus,"y into the red-hot stove, she screamed, “Get him, Jesus! Get him!"" If Cholly had stopped drinking, she wo"
The Bluest Eye (1970),Jesus,54123,54128,character_reference,0.85,Jesus,"d stopped drinking, she would never have forgiven Jesus. She needed Cholly's sins desperately. The lower"
The Bluest Eye (1970),Jesus,54290,54295,character_reference,0.85,Jesus,splendid she and her task became. In the name of Jesus. · No less did Cholly need her. She was one of th
The Bluest Eye (1970),grace,56690,56695,thematic_reference,0.8,Grace,"Breedlove. Don't."" But Mrs. Breedlove did. By the grace, no doubt, of God, Mrs. Breedlove sneezed. Just o"
The Bluest Eye (1970),Luke,60159,60163,thematic_reference,0.9,Luke,"e was in front of her, but she shared a desk with Luke Angelino. Her teachers had always treated her thi"
The Bluest Eye (1970),hope,61649,61653,thematic_reference,0.8,Hope,"lthough somewhat discouraged, she was not without hope. To have something as wonderful as that happen wo"
The Bluest Eye (1970),Mary,63914,63918,character_reference,0.85,Mary,"e counter, she looks at the array of candies. All Mary Janes, she decides. Three for a penny. The resist"
The Bluest Eye (1970),Mary,64827,64831,character_reference,0.85,Mary,"his mouth, his mind honed on the doe-eyed Virgin Mary, his sensibilities blunted by a permanent awarene"
The Bluest Eye (1970),Mary,65784,65788,character_reference,0.85,Mary,"taste in white eyes. She points her finger at the Mary Janes-a little black shaft of finger, its tip pre"
The Bluest Eye (1970),Mary,66170,66174,character_reference,0.85,Mary,"t which, in her view, at any rate, identifies the Mary Janes. He cannot see her view— the angle of his v"
The Bluest Eye (1970),Mary,66460,66464,character_reference,0.85,Mary,"dy. ""Christ. Kantcha talk?” His fingers brush the Mary Janes. She nods. ""Well, why'nt you say so? One? H"
The Bluest Eye (1970),Mary,66592,66596,character_reference,0.85,Mary,"fist, showing the three pennies. He scoots three Mary Janes toward her-three yellow rectangles in each"
The Bluest Eye (1970),revelation,67185,67195,thematic_reference,0.9,Revelation,"are ugly. They are weeds."" Preoccupied with that revelation, she trips on the sidewalk crack. Anger stirs and"
The Bluest Eye (1970),Mary,67762,67766,character_reference,0.85,Mary,at to do before the tears come. She remembers the Mary Janes. Each pale yellow wrapper has a picture on
The Bluest Eye (1970),Mary,67840,67844,character_reference,0.85,Mary,"wrapper has a picture on it. A picture of little Mary Jane, for whom the candy is named. Smiling white"
